S1_Temp,S2_Temp,S3_Temp,S1_Light,S2_Light,S3_Light,S1_Sound,S2_Sound,S3_Sound,S5_CO2,y_actual
25.94,26.19,25.69,0,0,0,0.08,0.05,0.06,840,0
25.94,26.19,25.69,0,0,0,0.07,0.04,0.05,835,0
25.94,26.19,25.69,0,0,0,0.08,0.05,0.06,835,0
25.88,26.13,25.69,0,0,0,0.07,0.04,0.04,835,0
25.94,26.13,25.69,0,0,0,0.07,0.06,0.05,835,0
25.88,26.13,25.63,0,0,0,0.07,0.05,0.06,835,0
25.88,26.13,25.63,0,0,0,0.07,0.04,0.05,825,0
25.94,26.13,25.63,0,0,0,0.07,0.04,0.05,825,0
25.88,26.06,25.63,0,0,0,0.07,0.05,0.06,820,0
25.88,26.13,25.63,0,0,0,0.07,0.05,0.06,825,0
25.88,26.13,25.63,0,0,0,0.07,0.05,0.06,825,0
25.88,26.06,25.63,0,0,0,0.07,0.04,0.06,820,0
25.88,26.06,25.63,0,0,0,0.07,0.05,0.06,815,0
25.88,26.06,25.63,0,0,0,0.07,0.04,0.05,825,0
25.88,26.06,25.63,0,0,0,0.08,0.05,0.06,820,0
25.88,26.06,25.63,0,0,0,0.07,0.05,0.05,805,0
25.88,26.06,25.63,0,0,0,0.13,0.12,0.18,805,0
25.88,26.06,25.63,0,0,0,0.65,0.05,0.06,815,0
25.88,26.06,25.63,0,0,0,0.07,0.05,0.06,805,0
25.88,26.06,25.63,0,0,0,0.07,0.04,0.06,800,0
25.88,26.06,25.56,0,0,0,0.07,0.04,0.06,800,0
25.88,26,25.63,0,0,0,0.07,0.05,0.05,795,0
25.81,26,25.63,0,0,0,0.08,0.05,0.07,790,0
25.81,26,25.63,0,0,0,0.08,0.04,0.05,795,0
25.81,26,25.63,0,0,0,0.08,0.06,0.06,795,0
25.81,26,25.56,0,0,0,0.08,0.05,0.06,795,0
25.81,26,25.56,0,0,0,0.14,0.13,0.19,785,0
25.81,26,25.56,0,0,0,0.07,0.05,0.05,785,0
25.81,25.94,25.56,0,0,0,0.07,0.06,0.06,790,0
25.81,26,25.56,0,0,0,0.2,0.05,0.06,780,0
25.81,25.94,25.56,0,0,0,0.07,0.05,0.05,780,0
25.81,26,25.56,0,0,0,0.16,0.14,0.22,775,0
25.81,26,25.56,0,0,0,0.1,0.04,0.04,775,0
25.81,25.94,25.56,0,0,0,0.07,0.05,0.05,770,0
25.81,25.94,25.56,0,0,0,0.07,0.05,0.06,765,0
25.81,25.94,25.5,0,0,0,0.07,0.06,0.05,765,0
25.81,25.94,25.5,0,0,0,0.07,0.05,0.07,770,0
25.81,25.94,25.5,0,0,0,0.07,0.05,0.05,765,0
25.81,25.94,25.56,0,0,0,0.07,0.05,0.05,760,0
25.81,25.94,25.56,0,0,0,0.07,0.05,0.06,760,0
25.81,25.94,25.5,0,0,0,0.08,0.05,0.06,755,0
25.75,25.94,25.5,0,0,0,0.07,0.05,0.05,760,0
25.81,25.94,25.5,0,0,0,0.08,0.06,0.06,755,0
25.81,25.94,25.5,0,0,0,0.08,0.04,0.06,750,0
25.81,25.88,25.56,0,0,0,0.08,0.04,0.06,750,0
25.81,25.94,25.5,0,0,0,0.08,0.05,0.07,755,0
25.75,25.88,25.5,0,0,0,0.08,0.05,0.05,750,0
25.81,25.88,25.5,0,0,0,0.07,0.05,0.05,755,0
25.75,25.88,25.5,0,0,0,0.07,0.04,0.06,750,0
25.75,25.88,25.5,0,0,0,0.08,0.05,0.06,750,0
25.81,25.88,25.5,0,0,0,0.08,0.05,0.06,750,0
25.75,25.88,25.44,0,0,0,0.08,0.04,0.06,750,0
25.75,25.88,25.5,0,0,0,0.08,0.05,0.05,745,0
25.75,25.88,25.5,0,0,0,0.07,0.05,0.07,740,0
25.75,25.88,25.5,0,0,0,0.07,0.05,0.05,735,0
25.75,25.88,25.44,0,0,0,0.08,0.05,0.05,735,0
25.75,25.88,25.5,0,0,0,0.07,0.05,0.06,735,0
25.75,25.88,25.44,0,0,0,0.07,0.06,0.06,735,0
25.75,25.88,25.44,0,0,0,0.07,0.05,0.06,725,0
25.75,25.88,25.44,0,0,0,0.07,0.05,0.05,725,0
25.75,25.81,25.5,0,0,0,0.07,0.04,0.06,730,0
25.75,25.81,25.5,0,0,0,0.08,0.05,0.06,735,0
25.75,25.81,25.5,0,0,0,0.06,0.05,0.06,725,0
25.75,25.81,25.5,0,0,0,0.07,0.05,0.07,725,0
25.75,25.81,25.44,0,0,0,0.07,0.05,0.06,725,0
25.75,25.81,25.44,0,0,0,0.07,0.05,0.06,725,0
25.75,25.81,25.44,0,0,0,0.07,0.05,0.05,725,0
25.75,25.81,25.44,0,0,0,0.08,0.04,0.05,720,0
25.75,25.81,25.44,0,0,0,0.08,0.05,0.06,715,0
25.75,25.81,25.44,0,0,0,0.08,0.05,0.06,715,0
25.75,25.75,25.44,0,0,0,0.08,0.05,0.05,710,0
25.69,25.81,25.44,0,0,0,0.07,0.05,0.05,710,0
25.69,25.81,25.44,0,0,0,0.07,0.05,0.06,700,0
25.75,25.75,25.38,0,0,0,0.06,0.05,0.05,700,0
25.69,25.81,25.44,0,0,0,0.07,0.04,0.05,700,0
25.69,25.81,25.44,0,0,0,0.07,0.05,0.05,695,0
25.69,25.81,25.38,0,0,0,0.08,0.06,0.05,690,0
25.69,25.75,25.38,0,0,0,0.07,0.05,0.05,680,0
25.69,25.75,25.38,0,0,0,0.07,0.05,0.07,675,0
25.69,25.75,25.44,0,0,0,0.07,0.04,0.05,675,0
25.75,25.75,25.44,0,0,0,0.07,0.05,0.07,670,0
25.69,25.75,25.38,0,0,0,0.07,0.04,0.05,670,0
25.69,25.75,25.44,0,0,0,0.07,0.05,0.06,670,0
25.69,25.75,25.44,0,0,0,0.08,0.04,0.05,665,0
25.69,25.75,25.38,0,0,0,0.07,0.05,0.06,665,0
25.69,25.75,25.38,0,0,0,0.07,0.05,0.06,665,0
25.75,25.75,25.38,0,0,0,0.2,0.21,0.23,665,0
25.69,25.75,25.38,0,0,0,0.07,0.05,0.05,665,0
25.69,25.75,25.44,0,0,0,0.07,0.05,0.05,660,0
25.69,25.75,25.38,0,0,0,0.07,0.05,0.06,655,0
25.69,25.75,25.38,0,0,0,0.07,0.05,0.06,655,0
25.69,25.75,25.38,0,0,0,0.07,0.05,0.07,660,0
25.69,25.75,25.38,0,0,0,0.08,0.05,0.06,655,0
25.69,25.75,25.38,0,0,0,0.07,0.04,0.06,660,0
25.69,25.75,25.38,0,0,0,0.07,0.05,0.06,655,0
25.69,25.69,25.38,0,0,0,0.08,0.05,0.06,650,0
25.69,25.75,25.38,0,0,0,0.07,0.05,0.05,650,0
25.69,25.75,25.38,0,0,0,0.08,0.05,0.06,650,0
25.69,25.75,25.38,0,0,0,0.07,0.05,0.07,655,0
25.69,25.75,25.38,0,0,0,0.07,0.04,0.05,650,0
25.69,25.75,25.38,0,0,0,0.07,0.05,0.05,645,0
25.69,25.75,25.38,0,0,0,0.07,0.05,0.06,635,0
25.69,25.69,25.38,0,0,0,0.07,0.05,0.06,635,0
25.69,25.75,25.38,0,0,0,0.09,0.07,0.09,630,0
25.63,25.69,25.31,0,0,0,0.08,0.05,0.06,630,0
25.69,25.69,25.31,0,0,0,0.07,0.05,0.06,635,0
25.69,25.69,25.38,0,0,0,0.08,0.05,0.06,630,0
25.69,25.69,25.31,0,0,0,0.07,0.05,0.05,630,0
25.63,25.69,25.38,0,0,0,0.07,0.04,0.06,630,0
25.69,25.69,25.31,0,0,0,0.07,0.05,0.06,630,0
25.63,25.69,25.31,0,0,0,0.07,0.05,0.06,630,0
25.63,25.69,25.31,0,0,0,0.07,0.05,0.05,630,0
25.63,25.69,25.31,0,0,0,0.07,0.05,0.05,625,0
25.63,25.69,25.38,0,0,0,0.07,0.05,0.05,630,0
25.69,25.69,25.31,0,0,0,0.07,0.05,0.06,630,0
25.63,25.69,25.31,0,0,0,0.08,0.05,0.05,625,0
25.69,25.69,25.31,0,0,0,0.14,0.12,0.21,630,0
25.63,25.69,25.31,0,0,0,0.07,0.14,0.06,620,0
25.63,25.69,25.38,0,0,0,0.16,0.14,0.22,620,0
25.69,25.69,25.31,0,0,0,0.07,0.05,0.14,615,0
25.63,25.69,25.31,0,0,0,0.07,0.05,0.05,610,0
25.63,25.69,25.31,0,0,0,0.07,0.05,0.05,615,0
25.63,25.69,25.38,0,0,0,0.07,0.05,0.06,615,0
25.63,25.69,25.38,0,0,0,0.09,0.04,0.06,615,0
25.63,25.63,25.31,0,0,0,0.08,0.05,0.05,620,0
25.63,25.63,25.31,0,0,0,0.08,0.04,0.06,615,0
25.63,25.63,25.31,0,0,0,0.07,0.04,0.06,615,0
25.63,25.63,25.31,0,0,0,0.08,0.04,0.06,605,0
25.63,25.63,25.31,0,0,0,0.07,0.06,0.05,600,0
25.63,25.69,25.31,0,0,0,0.07,0.05,0.05,605,0
25.63,25.63,25.31,0,0,0,0.07,0.05,0.05,600,0
25.63,25.63,25.25,0,0,0,0.07,0.05,0.05,600,0
25.63,25.63,25.31,0,0,0,0.08,0.05,0.05,595,0
25.63,25.63,25.31,0,0,0,0.08,0.05,0.05,595,0
25.63,25.63,25.31,0,0,0,0.07,0.05,0.05,595,0
25.63,25.63,25.31,0,0,0,0.07,0.05,0.05,590,0
25.63,25.63,25.31,0,0,0,0.08,0.05,0.05,590,0
25.63,25.63,25.31,0,0,0,0.07,0.04,0.06,585,0
25.63,25.63,25.31,0,0,0,0.07,0.05,0.05,590,0
25.63,25.63,25.31,0,0,0,0.08,0.05,0.05,585,0
25.63,25.63,25.31,0,0,0,0.08,0.05,0.07,590,0
25.63,25.63,25.31,0,0,0,0.07,0.05,0.05,585,0
25.63,25.63,25.31,0,0,0,0.07,0.05,0.06,585,0
25.63,25.63,25.25,0,0,0,0.07,0.05,0.05,575,0
25.63,25.63,25.31,0,0,0,0.07,0.05,0.06,575,0
25.63,25.63,25.25,0,0,0,0.07,0.05,0.06,575,0
25.63,25.63,25.25,0,0,0,0.07,0.05,0.05,570,0
25.63,25.63,25.25,0,0,0,0.07,0.05,0.05,565,0
25.63,25.63,25.25,0,0,0,0.07,0.05,0.05,565,0
25.63,25.63,25.31,0,0,0,0.07,0.05,0.05,560,0
25.63,25.63,25.31,0,0,0,0.08,0.05,0.05,565,0
25.63,25.63,25.31,0,0,0,0.07,0.05,0.06,555,0
25.63,25.63,25.31,0,0,0,0.07,0.05,0.06,560,0
25.63,25.63,25.31,0,0,0,0.08,0.06,0.06,555,0
25.63,25.63,25.31,0,0,0,0.08,0.04,0.05,550,0
25.63,25.63,25.31,0,0,0,0.07,0.05,0.05,545,0
25.56,25.63,25.31,0,0,0,0.08,0.05,0.06,540,0
25.56,25.63,25.31,0,0,0,0.08,0.05,0.05,540,0
25.56,25.63,25.31,0,0,0,0.08,0.04,0.06,535,0
25.63,25.63,25.31,0,0,0,0.07,0.05,0.06,535,0
25.56,25.63,25.25,0,0,0,0.07,0.06,0.06,535,0
25.56,25.63,25.31,0,0,0,0.07,0.05,0.05,530,0
25.56,25.63,25.25,0,0,0,0.08,0.05,0.06,530,0
25.56,25.63,25.25,0,0,0,0.07,0.04,0.05,530,0
25.56,25.56,25.25,0,0,0,0.07,0.05,0.06,525,0
25.63,25.63,25.25,0,0,0,0.07,0.06,0.06,525,0
25.56,25.56,25.25,0,0,0,0.08,0.04,0.06,525,0
25.56,25.56,25.25,0,0,0,0.07,0.05,0.06,525,0
25.56,25.56,25.25,0,0,0,0.07,0.05,0.05,525,0
25.56,25.56,25.25,0,0,0,0.07,0.04,0.06,520,0
25.56,25.56,25.25,0,0,0,0.07,0.05,0.06,520,0
25.56,25.56,25.25,0,0,0,0.07,0.05,0.05,520,0
25.56,25.56,25.25,0,0,0,0.07,0.04,0.06,520,0
25.56,25.56,25.25,0,0,0,0.07,0.05,0.05,510,0
25.56,25.56,25.25,0,0,0,0.07,0.05,0.05,510,0
25.56,25.63,25.25,0,0,0,0.08,0.05,0.06,515,0
25.56,25.56,25.25,0,0,0,0.07,0.04,0.05,505,0
25.63,25.56,25.25,0,0,0,0.07,0.05,0.05,500,0
25.56,25.56,25.25,0,0,0,0.15,0.05,0.06,495,0
25.56,25.56,25.25,0,0,0,0.07,0.04,0.06,495,0
25.56,25.56,25.25,0,0,0,0.06,0.04,0.05,495,0
25.63,25.56,25.25,0,0,0,0.07,0.05,0.05,495,0
25.56,25.56,25.25,0,0,0,0.08,0.05,0.06,495,0
25.63,25.56,25.25,0,0,0,0.08,0.05,0.06,495,0
25.56,25.56,25.19,0,0,0,0.07,0.05,0.05,500,0
25.56,25.56,25.25,0,0,0,0.08,0.05,0.05,490,0
25.56,25.56,25.19,0,0,0,0.09,0.05,0.06,490,0
25.56,25.56,25.25,0,0,0,0.08,0.05,0.06,490,0
25.56,25.56,25.19,0,0,0,0.07,0.04,0.06,495,0
25.56,25.56,25.19,0,0,0,0.08,0.04,0.06,490,0
25.56,25.56,25.25,0,0,0,0.07,0.05,0.06,485,0
25.56,25.56,25.25,0,0,0,0.08,0.05,0.05,490,0
25.56,25.56,25.25,0,0,0,0.07,0.05,0.05,485,0
25.56,25.5,25.25,0,0,0,0.07,0.05,0.06,485,0
25.56,25.56,25.25,0,0,0,0.08,0.04,0.06,485,0
25.56,25.56,25.25,0,0,0,0.07,0.05,0.05,475,0
25.56,25.56,25.19,0,0,0,0.07,0.04,0.06,480,0
25.56,25.56,25.19,0,0,0,0.07,0.05,0.05,475,0
25.56,25.56,25.25,0,0,0,0.07,0.04,0.05,475,0
25.56,25.56,25.19,0,0,0,0.07,0.05,0.05,485,0
25.56,25.56,25.19,0,0,0,0.07,0.05,0.05,480,0
25.56,25.5,25.19,0,0,0,0.07,0.05,0.06,480,0
25.56,25.5,25.19,0,0,0,0.07,0.05,0.05,480,0
25.56,25.56,25.19,0,0,0,0.07,0.05,0.05,475,0
25.56,25.56,25.25,0,0,0,0.07,0.05,0.06,480,0
25.56,25.5,25.25,0,0,0,0.07,0.05,0.06,480,0
25.56,25.5,25.19,0,0,0,0.07,0.05,0.05,475,0
25.56,25.56,25.19,0,0,0,0.07,0.04,0.05,470,0
25.56,25.56,25.19,0,0,0,0.07,0.05,0.05,465,0
25.56,25.56,25.19,0,0,0,0.13,0.14,0.05,460,0
25.56,25.5,25.19,0,0,0,0.07,0.04,0.15,460,0
25.56,25.5,25.19,0,0,0,0.07,0.05,0.05,455,0
25.56,25.56,25.19,0,0,0,0.07,0.05,0.06,450,0
25.56,25.5,25.19,0,0,0,0.07,0.05,0.05,450,0
25.56,25.5,25.19,0,0,0,0.07,0.05,0.06,445,0
25.5,25.5,25.19,0,0,0,0.07,0.05,0.05,445,0
25.56,25.56,25.19,0,0,0,0.07,0.05,0.05,445,0
25.5,25.5,25.19,0,0,0,0.07,0.05,0.05,450,0
25.5,25.5,25.19,0,0,0,0.07,0.05,0.06,450,0
25.5,25.5,25.19,0,0,0,0.38,0.34,0.06,450,0
25.56,25.56,25.19,0,0,0,0.08,0.05,0.46,445,0
25.56,25.5,25.19,0,0,0,0.08,0.05,0.06,435,0
25.56,25.5,25.19,0,0,0,0.07,0.05,0.05,435,0
25.56,25.5,25.19,0,0,0,0.07,0.04,0.05,430,0
25.56,25.5,25.19,0,0,0,0.07,0.05,0.06,435,0
25.5,25.5,25.19,0,0,0,0.07,0.05,0.05,435,0
25.5,25.5,25.19,0,0,0,0.07,0.05,0.05,430,0
25.5,25.5,25.19,0,0,0,0.08,0.05,0.05,425,0
25.5,25.5,25.19,0,0,0,0.07,0.06,0.05,430,0
25.5,25.5,25.19,0,0,0,0.08,0.05,0.05,430,0
25.56,25.5,25.19,0,0,0,0.07,0.05,0.05,425,0
25.56,25.5,25.19,0,0,0,0.07,0.06,0.06,425,0
25.56,25.5,25.19,0,0,0,0.08,0.05,0.05,425,0
25.5,25.5,25.19,0,0,0,0.07,0.05,0.05,420,0
25.56,25.5,25.19,0,0,0,0.07,0.05,0.06,420,0
25.5,25.5,25.19,0,0,0,0.07,0.05,0.06,420,0
25.5,25.5,25.19,0,0,0,0.07,0.05,0.06,415,0
25.5,25.5,25.19,0,0,0,0.08,0.04,0.06,420,0
25.56,25.5,25.19,0,0,0,0.07,0.05,0.05,425,0
25.56,25.5,25.19,0,0,0,0.07,0.05,0.06,425,0
25.5,25.5,25.19,0,0,0,0.07,0.05,0.06,425,0
25.5,25.5,25.19,0,0,0,0.07,0.04,0.06,420,0
25.56,25.5,25.19,0,0,0,0.08,0.05,0.06,415,0
25.5,25.5,25.19,0,0,0,0.08,0.06,0.06,415,0
25.5,25.5,25.19,0,0,0,0.07,0.05,0.05,410,0
25.5,25.5,25.19,0,0,0,0.07,0.05,0.05,405,0
25.5,25.5,25.19,0,0,0,0.08,0.05,0.06,400,0
25.5,25.5,25.19,0,0,0,0.08,0.04,0.06,395,0
25.5,25.5,25.19,0,0,0,0.08,0.05,0.06,400,0
25.56,25.5,25.13,0,0,0,0.08,0.05,0.06,400,0
25.5,25.5,25.13,0,0,0,0.07,0.05,0.06,400,0
25.5,25.5,25.13,0,0,0,0.07,0.04,0.05,390,0
25.5,25.5,25.13,0,0,0,0.07,0.05,0.05,390,0
25.56,25.5,25.13,0,0,0,0.08,0.05,0.06,390,0
25.5,25.5,25.19,0,0,0,0.07,0.05,0.05,390,0
25.5,25.5,25.13,0,0,0,0.07,0.05,0.05,390,0
25.5,25.5,25.13,0,0,0,0.08,0.05,0.06,390,0
25.5,25.5,25.13,0,0,0,0.08,0.05,0.05,390,0
25.5,25.44,25.13,0,0,0,0.07,0.05,0.06,395,0
25.5,25.5,25.13,0,0,0,0.07,0.04,0.05,390,0
25.5,25.5,25.13,0,0,0,0.07,0.05,0.06,390,0
25.5,25.44,25.13,0,0,0,0.07,0.05,0.05,390,0
25.5,25.5,25.19,0,0,0,0.08,0.05,0.05,390,0
25.5,25.44,25.13,0,0,0,0.07,0.05,0.06,390,0
25.56,25.44,25.13,0,0,0,0.07,0.05,0.06,390,0
25.5,25.5,25.13,0,0,0,0.08,0.04,0.06,390,0
25.5,25.5,25.13,0,0,0,0.07,0.05,0.05,390,0
25.5,25.44,25.19,0,0,0,0.07,0.04,0.06,390,0
25.5,25.5,25.19,0,0,0,0.07,0.05,0.06,390,0
25.5,25.5,25.13,0,0,0,0.08,0.04,0.06,390,0
25.5,25.44,25.13,0,0,0,0.07,0.04,0.05,390,0
25.5,25.5,25.19,0,0,0,0.07,0.04,0.06,390,0
25.5,25.5,25.13,0,0,0,0.07,0.04,0.06,390,0
25.5,25.44,25.13,0,0,0,0.07,0.04,0.06,385,0
25.5,25.5,25.19,0,0,0,0.08,0.04,0.05,385,0
25.5,25.5,25.19,0,0,0,0.07,0.04,0.06,385,0
25.5,25.5,25.19,0,0,0,0.07,0.04,0.05,385,0
25.5,25.5,25.19,0,0,0,0.07,0.05,0.06,385,0
25.5,25.5,25.19,0,0,0,0.07,0.04,0.06,385,0
25.5,25.5,25.19,0,0,0,0.07,0.04,0.06,385,0
25.5,25.5,25.19,0,0,0,0.08,0.04,0.05,385,0
25.5,25.44,25.19,0,0,0,0.07,0.05,0.05,385,0
25.5,25.44,25.19,0,0,0,0.07,0.04,0.06,385,0
25.5,25.44,25.19,0,0,0,0.07,0.04,0.05,385,0
25.5,25.5,25.13,0,0,0,0.08,0.05,0.05,385,0
25.5,25.44,25.13,0,0,0,0.08,0.05,0.06,385,0
25.5,25.44,25.13,0,0,0,0.07,0.05,0.05,385,0
25.5,25.44,25.13,0,0,0,0.07,0.05,0.06,385,0
25.5,25.44,25.13,0,0,0,0.07,0.04,0.05,385,0
25.5,25.44,25.13,0,0,0,0.08,0.06,0.06,385,0
25.5,25.44,25.13,0,0,0,0.07,0.04,0.06,385,0
25.5,25.44,25.13,0,0,0,0.07,0.05,0.06,385,0
25.5,25.44,25.13,0,0,0,0.08,0.05,0.05,385,0
25.5,25.44,25.13,0,0,0,0.07,0.05,0.06,385,0
25.5,25.44,25.13,0,0,0,0.07,0.05,0.06,385,0
25.5,25.44,25.13,0,0,0,0.07,0.05,0.07,385,0
25.5,25.44,25.13,0,0,0,0.07,0.05,0.06,385,0
25.5,25.44,25.13,0,0,0,0.07,0.04,0.06,385,0
25.5,25.44,25.13,0,0,0,0.07,0.04,0.05,385,0
25.44,25.44,25.13,0,0,0,0.08,0.05,0.06,385,0
25.44,25.44,25.13,0,0,0,0.07,0.05,0.05,385,0
25.5,25.44,25.13,0,0,0,0.07,0.04,0.06,385,0
25.5,25.44,25.13,0,0,0,0.07,0.05,0.05,385,0
25.5,25.44,25.13,0,0,0,0.07,0.04,0.05,385,0
25.5,25.44,25.13,0,0,0,0.07,0.04,0.06,380,0
25.5,25.44,25.13,0,0,0,0.07,0.05,0.05,380,0
25.5,25.44,25.13,0,0,0,0.07,0.04,0.07,380,0
25.5,25.44,25.13,0,0,0,0.07,0.05,0.06,380,0
25.5,25.44,25.13,0,0,0,0.08,0.05,0.05,380,0
25.5,25.44,25.13,0,0,0,0.07,0.05,0.05,380,0
25.5,25.44,25.13,0,0,0,0.07,0.04,0.05,380,0
25.44,25.44,25.13,0,0,0,0.07,0.04,0.06,380,0
25.44,25.44,25.13,0,0,0,0.07,0.04,0.06,380,0
25.5,25.44,25.06,0,0,0,0.07,0.05,0.06,380,0
25.5,25.44,25.06,0,0,0,0.08,0.05,0.06,380,0
25.5,25.44,25.13,0,0,0,0.08,0.05,0.06,380,0
25.44,25.44,25.13,0,0,0,0.07,0.05,0.05,380,0
25.5,25.44,25.06,0,0,0,0.07,0.05,0.06,380,0
25.5,25.44,25.13,0,0,0,0.07,0.04,0.05,380,0
25.5,25.44,25.06,0,0,0,0.07,0.05,0.06,380,0
25.44,25.44,25.06,0,0,0,0.07,0.05,0.05,380,0
25.44,25.44,25.13,0,0,0,0.07,0.05,0.05,380,0
25.5,25.44,25.13,0,0,0,0.07,0.05,0.06,380,0
25.44,25.44,25.13,0,0,0,0.07,0.04,0.06,380,0
25.5,25.44,25.06,0,0,0,0.07,0.06,0.06,380,0
25.5,25.44,25.06,0,0,0,0.07,0.05,0.06,380,0
25.5,25.44,25.06,0,0,0,0.08,0.05,0.05,380,0
25.44,25.44,25.13,0,0,0,0.08,0.05,0.05,380,0
25.5,25.44,25.13,0,0,0,0.08,0.05,0.06,380,0
25.44,25.44,25.06,0,0,0,0.07,0.04,0.05,380,0
25.44,25.44,25.06,0,0,0,0.07,0.05,0.05,380,0
25.44,25.44,25.06,0,0,0,0.07,0.05,0.05,380,0
25.5,25.44,25.06,0,0,0,0.07,0.04,0.06,380,0
25.5,25.44,25.13,0,0,0,0.07,0.05,0.05,375,0
25.5,25.44,25.06,0,0,0,0.08,0.05,0.06,380,0
25.5,25.44,25.06,0,0,0,0.07,0.05,0.06,375,0
25.5,25.44,25.06,0,0,0,0.07,0.04,0.06,375,0
25.5,25.44,25.06,0,0,0,0.07,0.05,0.07,380,0
25.44,25.44,25.06,0,0,0,0.07,0.05,0.05,375,0
25.44,25.44,25.06,0,0,0,0.07,0.04,0.06,375,0
25.44,25.44,25.06,0,0,0,0.07,0.04,0.05,375,0
25.44,25.44,25.06,0,0,0,0.07,0.05,0.05,375,0
25.44,25.44,25.06,0,0,0,0.07,0.04,0.05,375,0
25.44,25.44,25.06,0,0,0,0.07,0.05,0.05,375,0
25.44,25.44,25.06,0,0,0,0.07,0.05,0.06,375,0
25.5,25.44,25.06,0,0,0,0.07,0.05,0.05,375,0
25.44,25.44,25.06,0,0,0,0.07,0.05,0.05,375,0
25.5,25.44,25.06,0,0,0,0.07,0.04,0.06,375,0
25.44,25.44,25.06,0,0,0,0.07,0.04,0.05,375,0
25.44,25.38,25.06,0,0,0,0.07,0.05,0.05,375,0
25.44,25.44,25.06,0,0,0,0.07,0.04,0.05,375,0
25.44,25.44,25.06,0,0,0,0.08,0.04,0.05,375,0
25.44,25.44,25.06,0,0,0,0.07,0.04,0.05,375,0
25.44,25.38,25.06,0,0,0,0.08,0.05,0.06,375,0
25.44,25.44,25.06,0,0,0,0.07,0.05,0.06,375,0
25.44,25.44,25.06,0,0,0,0.07,0.05,0.05,375,0
25.44,25.44,25.13,0,0,0,0.07,0.05,0.06,375,0
25.44,25.44,25.06,0,0,0,0.07,0.04,0.05,375,0
25.44,25.44,25.06,0,0,0,0.08,0.05,0.05,375,0
25.44,25.44,25.13,0,0,0,0.07,0.05,0.06,375,0
25.38,25.44,25.06,0,0,0,0.07,0.05,0.06,370,0
25.44,25.44,25.06,0,0,0,0.07,0.05,0.05,375,0
25.44,25.44,25.06,0,0,0,0.07,0.05,0.05,370,0
25.44,25.44,25.06,0,0,0,0.07,0.04,0.06,370,0
25.44,25.44,25.06,0,0,0,0.11,0.04,0.05,370,0
25.44,25.44,25.13,0,0,0,0.07,0.05,0.05,370,0
25.44,25.44,25.06,0,0,0,0.08,0.04,0.06,370,0
25.44,25.44,25.06,0,0,0,0.07,0.04,0.06,370,0
25.44,25.44,25.06,0,0,0,0.07,0.04,0.05,370,0
25.44,25.44,25.06,0,0,0,0.08,0.05,0.06,370,0
25.44,25.44,25.06,0,0,0,0.07,0.05,0.05,370,0
25.44,25.44,25.06,0,0,0,0.08,0.05,0.06,370,0
25.44,25.44,25.06,0,0,0,0.07,0.05,0.05,370,0
25.38,25.38,25.06,0,0,0,0.07,0.04,0.05,370,0
25.44,25.44,25.06,0,0,0,0.07,0.05,0.06,370,0
25.44,25.38,25.06,0,0,0,0.49,0.05,0.06,370,0
25.44,25.44,25.06,0,0,0,0.07,0.05,0.05,370,0
25.44,25.38,25.06,0,0,0,0.08,0.05,0.06,370,0
25.38,25.38,25.06,0,0,0,0.08,0.05,0.06,370,0
25.38,25.38,25.06,0,0,0,0.07,0.05,0.06,370,0
25.38,25.44,25.06,0,0,0,0.07,0.04,0.06,370,0
25.44,25.44,25.06,0,0,0,0.07,0.05,0.05,370,0
25.38,25.38,25.06,0,0,0,0.07,0.04,0.06,370,0
25.38,25.44,25.06,0,0,0,0.08,0.05,0.07,370,0
25.38,25.44,25.06,0,0,0,0.07,0.05,0.05,370,0
25.38,25.38,25.06,0,0,0,0.07,0.05,0.06,370,0
25.38,25.38,25.06,0,0,0,0.08,0.05,0.07,370,0
25.38,25.38,25.06,0,0,0,0.08,0.05,0.05,370,0
25.38,25.38,25.06,0,0,0,0.07,0.05,0.06,370,0
25.38,25.38,25.06,0,0,0,0.07,0.05,0.06,370,0
25.38,25.38,25.06,0,0,0,0.08,0.05,0.06,370,0
25.44,25.44,25.06,0,0,0,0.07,0.04,0.05,370,0
25.38,25.44,25.06,0,0,0,0.07,0.05,0.07,370,0
25.44,25.44,25.06,0,0,0,0.08,0.04,0.05,370,0
25.44,25.38,25,0,0,0,0.07,0.04,0.06,370,0
25.38,25.44,25.06,0,0,0,0.08,0.04,0.06,370,0
25.38,25.44,25.06,0,0,0,0.07,0.05,0.06,370,0
25.38,25.38,25.06,0,0,0,0.07,0.04,0.06,370,0
25.38,25.44,25.06,0,0,0,0.07,0.05,0.06,370,0
25.38,25.38,25.06,0,0,0,0.08,0.05,0.06,365,0
25.38,25.44,25.06,0,0,0,0.07,0.05,0.05,365,0
25.38,25.38,25,0,0,0,0.08,0.04,0.05,365,0
25.38,25.44,25.06,0,0,0,0.07,0.05,0.06,365,0
25.38,25.44,25.06,0,0,0,0.07,0.05,0.05,365,0
25.38,25.44,25.06,0,0,0,0.07,0.05,0.06,365,0
25.38,25.44,25.06,0,0,0,0.07,0.04,0.05,365,0
25.38,25.44,25.06,0,0,0,0.08,0.04,0.06,365,0
25.38,25.44,25.06,0,0,0,0.1,0.07,0.11,365,0
25.38,25.38,25.06,0,0,0,0.07,0.05,0.06,365,0
25.38,25.38,25.06,0,0,0,0.07,0.05,0.06,365,0
